SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Vacant Land,3516 W Walnut St,Chicago,IL,60624,28500,,,East Garfield Park,,2178.0,,267,,,Active,,,http://www.redfin.com/IL/Chicago/3516-W-Walnut-St-60624/home/147713179,MRED,10742666,N,Y,41.885702,-87.714336
MLS Listing,,Vacant Land,4347-49 W Van Buren St,Chicago,IL,60624,50000,,,West Garfield Park,,6098.0,,279,,,Active,,,http://www.redfin.com/IL/Chicago/4347-W-Van-Buren-St-60624/home/28448480,MRED,10728918,N,Y,41.8749108,-87.7346194
MLS Listing,,Condo/Co-op,3812 W Maypole Ave #2,Chicago,IL,60624,75000,3.0,1.5,West Garfield Park,1200.0,,2006.0,307,63.0,250.0,Active,,,http://www.redfin.com/IL/Chicago/3812-W-Maypole-Ave-60624/unit-2/home/13041827,MRED,10703509,N,Y,41.8843827,-87.7214456
MLS Listing,,Multi-Family (2-4 Unit),4018 W Van Buren St,Chicago,IL,60624,225900,6.0,2.0,West Garfield Park,,3049.0,1893.0,329,,,Active,,,http://www.redfin.com/IL/Chicago/4018-W-Van-Buren-St-60624/home/13255486,MRED,10687332,N,Y,41.8754495,-87.726362
MLS Listing,,Vacant Land,4116 W Maypole Ave,Chicago,IL,60624,8500,,,West Garfield Park,,3125.0,,366,,,Active,,,http://www.redfin.com/IL/Chicago/4116-W-Maypole-Ave-60624/home/18244163,MRED,10654984,N,Y,41.884943,-87.728937
MLS Listing,,Vacant Land,4034 W Maypole Ave,Chicago,IL,60624,7000,,,West Garfield Park,,2178.0,,366,,,Active,,,http://www.redfin.com/IL/Chicago/4034-W-Maypole-Ave-60624/home/22966407,MRED,10654969,N,Y,41.884935,-87.727215
MLS Listing,,Single Family Residential,3965 W ONTARIO St,Chicago,IL,60624,155000,5.0,2.0,Humboldt Park,1874.0,1873.0,1887.0,367,83.0,,Active,,,http://www.redfin.com/IL/Chicago/3965-W-Ontario-St-60624/home/13262716,MRED,10652994,N,Y,41.892133,-87.7258109
MLS Listing,,Vacant Land,3962 W Ohio St,Chicago,IL,60624,120000,,,Humboldt Park,,871.0,,374,,,Active,,,http://www.redfin.com/IL/Chicago/3962-W-Ohio-St-60624/home/55318042,MRED,10646028,N,Y,41.891907,-87.725733
MLS Listing,,Vacant Land,4451 W Jackson Blvd,Chicago,IL,60624,6000,,,West Garfield Park,,3125.0,,390,,,Active,,,http://www.redfin.com/IL/Chicago/4451-W-Jackson-Blvd-60624/unit-1/home/13256385,MRED,10631915,N,Y,41.8767122,-87.7373262
MLS Listing,,Vacant Land,1100 S Keeler Ave,Chicago,IL,60624,17500,,,North Lawndale,,3049.0,,400,,,Active,,,http://www.redfin.com/IL/Chicago/1100-S-Keeler-Ave-60624/home/147713718,MRED,10621895,N,Y,41.8677328,-87.7304607
MLS Listing,,Multi-Family (2-4 Unit),3837 W Huron St,Chicago,IL,60624,274900,5.0,2.0,Humboldt Park,,2613.0,,409,,,Active,,,http://www.redfin.com/IL/Chicago/3837-W-Huron-St-60624/home/13262539,MRED,10614656,N,Y,41.893363,-87.7225912
MLS Listing,,Vacant Land,207 S KILBOURN Ave,Chicago,IL,60624,7000,,,West Garfield Park,,3049.0,,448,,,Active,,,http://www.redfin.com/IL/Chicago/207-S-Kilbourn-Ave-60624/home/144949387,MRED,10591204,N,Y,41.8775324,-87.7376339
MLS Listing,,Vacant Land,751 S Kilbourn Ave,Chicago,IL,60624,7500,,,West Garfield Park,,4060.0,,460,,,Active,,,http://www.redfin.com/IL/Chicago/751-S-Kilbourn-Ave-60624/home/13255579,MRED,10583201,N,Y,41.8708558,-87.737432
MLS Listing,,Vacant Land,3531 W Van Buren St,Chicago,IL,60624,49900,,,East Garfield Park,,6000.0,,597,,,Active,,,http://www.redfin.com/IL/Chicago/3531-W-Van-Buren-St-60624/home/17557747,MRED,10453199,N,Y,41.875146,-87.714083
MLS Listing,,Vacant Land,3953 W Gladys St,Chicago,IL,60624,15000,,,West Garfield Park,,2979.0,,610,,,Active,,,http://www.redfin.com/IL/Chicago/3953-W-Gladys-Ave-60624/home/40447493,MRED,10438569,N,Y,41.875923,-87.725118
MLS Listing,,Vacant Land,3941 W Lexington St,Chicago,IL,60624,15000,,,West Garfield Park,,2979.0,,610,,,Active,,,http://www.redfin.com/IL/Chicago/3941-W-Lexington-St-60624/home/40447358,MRED,10438556,N,Y,41.8713215,-87.7245913
MLS Listing,,Vacant Land,3929 W Flournoy St,Chicago,IL,60624,15000,,,West Garfield Park,,2979.0,,610,,,Active,,,http://www.redfin.com/IL/Chicago/3929-W-Flournoy-St-60624/home/40447445,MRED,10438546,N,Y,41.8722979,-87.7241255
MLS Listing,,Vacant Land,3909 W Fillmore St,Chicago,IL,60624,15000,,,North Lawndale,,2979.0,,610,,,Active,,,http://www.redfin.com/IL/Chicago/3909-W-Fillmore-St-60624/home/40447523,MRED,10438534,N,Y,41.8677867,-87.7232802
MLS Listing,,Vacant Land,4523 W Adams St,Chicago,IL,60624,22500,,,West Garfield Park,,2613.0,,751,,,Active,,,http://www.redfin.com/IL/Chicago/4523-W-Adams-St-60624/home/22980748,MRED,10270926,N,Y,41.877563,-87.738797
MLS Listing,,Vacant Land,4301 W Jackson Blvd,Chicago,IL,60624,19999,,,West Garfield Park,,3125.0,,751,,,Active,,,http://www.redfin.com/IL/Chicago/4301-W-Jackson-Blvd-60624/home/21708499,MRED,10270872,N,Y,41.8769906,-87.732914
MLS Listing,,Vacant Land,4244 W Washington Blvd,Chicago,IL,60624,75000,,,West Garfield Park,,4356.0,,773,,,Active,,,http://www.redfin.com/IL/Chicago/4244-W-Washington-Blvd-60624/home/112926922,MRED,10253926,N,Y,41.882354,-87.7323289
MLS Listing,,Vacant Land,4156 W Monroe St,Chicago,IL,60624,30000,,,West Garfield Park,,2613.0,,882,,,Active,,,http://www.redfin.com/IL/Chicago/4156-W-Monroe-St-60624/home/147401805,MRED,10102681,N,Y,41.879954,-87.730269
MLS Listing,,Vacant Land,4015 W Monroe St,Chicago,IL,60624,10000,,,West Garfield Park,,2613.0,,933,,,Active,,,http://www.redfin.com/IL/Chicago/4015-W-Monroe-St-60624/home/17557434,MRED,10051295,N,Y,41.8795083,-87.7262113
MLS Listing,,Vacant Land,4021 W Monroe St,Chicago,IL,60624,10000,,,West Garfield Park,,3005.0,,933,,,Active,,,http://www.redfin.com/IL/Chicago/4021-W-Monroe-St-60624/home/18243749,MRED,10051282,N,Y,41.879504,-87.7264889
MLS Listing,,Vacant Land,201 N Kostner Ave,Chicago,IL,60624,34900,,,West Garfield Park,,3049.0,,1595,,,Active,,,http://www.redfin.com/IL/Chicago/201-N-Kostner-Ave-60624/home/40132934,MRED,9372484,N,Y,41.8835353,-87.7351945
MLS Listing,,Vacant Land,4042 W Gladys Ave,Chicago,IL,60624,34900,,,West Garfield Park,,3049.0,,1630,,,Active,,,http://www.redfin.com/IL/Chicago/4042-W-Gladys-Ave-60624/home/109031040,MRED,9344437,N,Y,41.876422,-87.727224
MLS Listing,,Vacant Land,4022 W GRENSHAW St,Chicago,IL,60624,15000,,,North Lawndale,,3049.0,,1969,,,Active,,,http://www.redfin.com/IL/Chicago/4022-W-Grenshaw-St-60624/unit-HOME/home/147908922,MRED,9062392,N,Y,41.867328,-87.726247
MLS Listing,,Vacant Land,445 N Harding Ave,Chicago,IL,60623,19900,,,Humboldt Park,,2113.0,,4784,,,Active,,,http://www.redfin.com/IL/Chicago/445-N-Harding-Ave-60624/home/13261740,MRED,6784692,N,Y,41.889327,-87.7243734
MLS Listing,,Condo/Co-op,5007 N California Ave #2,Chicago,IL,60625,455000,3.0,2.0,Lincoln Square,1200.0,,1926.0,41,379.0,224.0,Active,,,http://www.redfin.com/IL/Chicago/5007-N-California-Ave-60625/unit-2/home/144510898,MRED,10969764,N,Y,41.9724399,-87.6984972
MLS Listing,,Condo/Co-op,5250 N Lincoln Ave Unit 3A,Chicago,IL,60625,319000,2.0,2.0,Lincoln Square,,,2003.0,56,,274.0,Active,,,http://www.redfin.com/IL/Chicago/5250-N-Lincoln-Ave-60625/unit-3A/home/12684320,MRED,10965210,N,Y,41.9774937,-87.6928567
Redfin Data,,Condo/Co-op,2441 W Farragut Ave Unit 2A,Chicago,IL,60625,149900,2.0,1.0,Chicago,1100.0,,1949.0,1,136.0,405.0,Pre On-Market,,,http://www.redfin.com/IL/Chicago/2441-W-Farragut-Ave-60625/unit-2A/home/39883516,Coming Soon,67561,N,Y,41.976577,-87.690989
MLS Listing,,Condo/Co-op,4913 N LINCOLN Ave #3,Chicago,IL,60625,347500,2.0,2.0,Lincoln Square,1380.0,,2005.0,1,252.0,203.0,Active,,,http://www.redfin.com/IL/Chicago/4913-N-Lincoln-Ave-60625/unit-3/home/12613654,MRED,11010187,N,Y,41.9712255,-87.6897958
MLS Listing,,Multi-Family (2-4 Unit),4744 N Harding Ave,Chicago,IL,60625,599000,8.0,4.0,Albany Park,,3723.0,1927.0,1,,,Active,,,http://www.redfin.com/IL/Chicago/4744-N-Harding-Ave-60625/unit-1/home/13486158,MRED,11010067,N,Y,41.9677454,-87.7271494
MLS Listing,,Condo/Co-op,4857 N Lawndale Ave #201,Chicago,IL,60625,215000,3.0,1.5,Albany Park,1000.0,,1961.0,1,215.0,438.0,Active,,,http://www.redfin.com/IL/Chicago/4857-N-Lawndale-Ave-60625/unit-201/home/12718578,MRED,11009788,N,Y,41.9700158,-87.7203741
MLS Listing,,Condo/Co-op,5588 N LINCOLN Ave #205,Chicago,IL,60659,284600,2.0,2.0,Lincoln Square,1135.0,,2005.0,1,251.0,283.0,Active,,,http://www.redfin.com/IL/Chicago/5588-N-Lincoln-Ave-60625/unit-205/home/39561318,MRED,11009670,N,Y,41.9828359,-87.6952782
MLS Listing,,Single Family Residential,4841 N Oakley Ave,Chicago,IL,60625,1479900,6.0,4.5,Lincoln Square,4000.0,3101.0,2020.0,1,370.0,,Active,,,http://www.redfin.com/IL/Chicago/4841-N-Oakley-Ave-60625/home/13404111,MRED,11009655,N,Y,41.969881,-87.6862047
MLS Listing,,Condo/Co-op,3130 W Carmen Ave #1,Chicago,IL,60625,369000,3.0,3.0,Albany Park,1973.0,,,1,187.0,333.0,Active,March-6-2021 11:00 AM,March-6-2021 01:00 PM,http://www.redfin.com/IL/Chicago/3130-W-Carmen-Ave-60625/unit-1/home/12675196,MRED,11009654,N,Y,41.9742603,-87.7072112
MLS Listing,,Single Family Residential,2172 W Giddings St,Chicago,IL,60625,1199000,5.0,3.5,Lincoln Square,4774.0,4604.0,,1,251.0,,Active,,,http://www.redfin.com/IL/Chicago/2172-W-Giddings-St-60625/home/13391441,MRED,11009490,N,Y,41.9679845,-87.6837333
MLS Listing,,Condo/Co-op,5300 N LINCOLN Ave Unit 4E,Chicago,IL,60625,319000,2.0,2.0,Lincoln Square,,,2007.0,1,,352.0,Active,,,http://www.redfin.com/IL/Chicago/5300-N-Lincoln-Ave-60625/unit-4E/home/26804644,MRED,11009286,N,Y,41.9779202,-87.6928952
MLS Listing,,Condo/Co-op,4653 N Lawndale Ave Unit 2N,Chicago,IL,60625,299500,3.0,2.0,Albany Park,1250.0,,,1,240.0,250.0,Active,,,http://www.redfin.com/IL/Chicago/4653-N-Lawndale-Ave-60625/unit-2N/home/12775038,MRED,11009006,N,Y,41.9663306,-87.7203368
MLS Listing,,Condo/Co-op,4455 N Hamilton Ave #3,Chicago,IL,60625,275000,2.0,1.0,Lincoln Square,,,1926.0,1,,325.0,Active,,,http://www.redfin.com/IL/Chicago/4455-N-Hamilton-Ave-60625/unit-3/home/21654901,MRED,11008835,N,Y,41.9629416,-87.6820622
MLS Listing,,Condo/Co-op,4916 N Kedzie Ave Unit 3E,Chicago,IL,60625,169000,2.0,1.0,Albany Park,800.0,,1925.0,2,211.0,303.0,Active,,,http://www.redfin.com/IL/Chicago/4916-N-Kedzie-Ave-60625/unit-3E/home/12745926,MRED,11005174,N,Y,41.9706769,-87.7088675
MLS Listing,,Condo/Co-op,3054 W Sunnyside Ave #1,Chicago,IL,60625,245000,2.0,1.0,Albany Park,900.0,,2003.0,2,272.0,225.0,Active,March-7-2021 12:00 PM,March-7-2021 02:00 PM,http://www.redfin.com/IL/Chicago/3054-W-Sunnyside-Ave-60625/unit-1/home/12609220,MRED,11008315,N,Y,41.9631874,-87.705502
MLS Listing,,Condo/Co-op,4918 N Saint Louis Ave #2,Chicago,IL,60625,295000,2.0,2.0,Albany Park,,,1912.0,2,,389.0,Active,March-6-2021 11:00 AM,March-6-2021 01:00 PM,http://www.redfin.com/IL/Chicago/4918-N-St-Louis-Ave-60625/unit-2/home/18932944,MRED,11008107,N,Y,41.9708582,-87.7162124
MLS Listing,,Condo/Co-op,5061 N Lincoln Ave #102,Chicago,IL,60625,599000,4.0,4.5,Lincoln Square,2400.0,,2017.0,2,250.0,250.0,Active,March-6-2021 11:00 AM,March-6-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5061-N-Lincoln-Ave-60625/unit-102/home/148604607,MRED,11007896,N,Y,41.973541,-87.691317
MLS Listing,,Condo/Co-op,4850 N Sacramento Ave #3,Chicago,IL,60625,184900,2.0,1.0,Albany Park,1000.0,,1925.0,2,185.0,290.0,Active,,,http://www.redfin.com/IL/Chicago/4850-N-Sacramento-Ave-60625/unit-3/home/12685146,MRED,11007765,N,Y,41.9700263,-87.7038753
MLS Listing,,Condo/Co-op,4944 N Washtenaw Ave #3,Chicago,IL,60625,299900,2.0,2.0,Lincoln Square,1200.0,,1919.0,2,250.0,352.0,Active,March-6-2021 01:00 PM,March-6-2021 03:00 PM,http://www.redfin.com/IL/Chicago/4944-N-Washtenaw-Ave-60625/unit-3/home/12609221,MRED,11007561,N,Y,41.9720577,-87.6966844
MLS Listing,,Multi-Family (2-4 Unit),4734 N Lawndale Ave,Chicago,IL,60625,630000,9.0,3.0,Albany Park,,3920.0,1921.0,3,,,Active,,,http://www.redfin.com/IL/Chicago/4734-N-Lawndale-Ave-60625/home/13484963,MRED,11006871,N,Y,41.9675353,-87.7209462
MLS Listing,,Condo/Co-op,2409 W Catalpa Ave #306,Chicago,IL,60625,385000,3.0,2.0,Lincoln Square,1462.0,,2008.0,5,263.0,396.0,Active,,,http://www.redfin.com/IL/Chicago/2409-W-Catalpa-Ave-60625/unit-306/home/21885820,MRED,11005791,N,Y,41.9810407,-87.6897387
MLS Listing,,Condo/Co-op,3201 W Leland Ave #312,Chicago,IL,60625,299900,2.0,2.0,Albany Park,,,2010.0,6,,300.0,Active,,,http://www.redfin.com/IL/Chicago/3201-W-Leland-Ave-60625/unit-312/home/45511633,MRED,11005178,N,Y,41.9663504,-87.7087764
MLS Listing,,Condo/Co-op,5347 N Virginia Ave Unit 2B,Chicago,IL,60625,195000,2.0,1.0,Lincoln Square,950.0,,1951.0,6,205.0,175.0,Active,,,http://www.redfin.com/IL/Chicago/5347-N-Virginia-Ave-60625/unit-2B/home/13494369,MRED,11005036,N,Y,41.979036,-87.703449
MLS Listing,,Single Family Residential,2203 W Berwyn Ave,Chicago,IL,60625,1375000,6.0,4.5,Lincoln Square,4170.0,4687.0,2020.0,6,330.0,,Active,,,http://www.redfin.com/IL/Chicago/2203-W-Berwyn-Ave-60625/home/13405382,MRED,11004634,N,Y,41.9775803,-87.6846354
MLS Listing,,Condo/Co-op,4950 N Kimball Ave Unit 2W,Chicago,IL,60625,150000,1.0,1.0,Albany Park,,,1922.0,7,,184.0,Active,,,http://www.redfin.com/IL/Chicago/4950-N-Kimball-Ave-60625/unit-2W/home/12594049,MRED,11003964,N,Y,41.9716486,-87.7139737
MLS Listing,,Single Family Residential,2955 W Catalpa Ave,Chicago,IL,60625,945000,4.0,3.5,Lincoln Square,,8672.0,1950.0,7,,,Active,,,http://www.redfin.com/IL/Chicago/2955-W-Catalpa-Ave-60625/home/13492668,MRED,11003768,N,Y,41.9810767,-87.703675
MLS Listing,,Condo/Co-op,4742 N Hamilton Ave #2,Chicago,IL,60625,242000,2.0,1.0,Lincoln Square,,,1925.0,7,,270.0,Active,,,http://www.redfin.com/IL/Chicago/4742-N-Hamilton-Ave-60625/unit-2/home/12774347,MRED,11003611,N,Y,41.9680554,-87.6825982
MLS Listing,,Condo/Co-op,3851 W Ainslie St Unit B,Chicago,IL,60625,84900,1.0,1.0,Albany Park,,,,8,,122.0,Active,,,http://www.redfin.com/IL/Chicago/3851-W-Ainslie-St-60625/unit-B/home/174437085,MRED,11002989,N,Y,41.9699692,-87.7252679
MLS Listing,,Condo/Co-op,4814 N Damen Ave #305,Chicago,IL,60625,445000,3.0,2.0,Lincoln Square,,,2004.0,8,,272.0,Active,March-6-2021 11:00 AM,March-6-2021 01:00 PM,http://www.redfin.com/IL/Chicago/4814-N-Damen-Ave-60625/unit-305/home/12600454,MRED,11002517,N,Y,41.9689738,-87.6795549
MLS Listing,,Single Family Residential,2214 W Berwyn Ave,Chicago,IL,60625,1275000,6.0,4.5,Lincoln Square,,3136.0,1905.0,8,,,Active,,,http://www.redfin.com/IL/Chicago/2214-W-Berwyn-Ave-60625/home/13405867,MRED,11002317,N,Y,41.978013,-87.684982
MLS Listing,,Condo/Co-op,2253 W FOSTER Ave #2,Chicago,IL,60625,700000,3.0,3.0,Lincoln Square,2500.0,,2015.0,9,280.0,231.0,Active,,,http://www.redfin.com/IL/Chicago/2253-W-Foster-Ave-60625/unit-2/home/144935918,MRED,11001791,N,Y,41.9757229,-87.6863705
MLS Listing,,Condo/Co-op,2809 W Ainslie St Unit 3E,Chicago,IL,60625,217000,2.0,1.0,Lincoln Square,,,1920.0,9,,374.0,Active,,,http://www.redfin.com/IL/Chicago/2809-W-Ainslie-St-60625/unit-3E/home/106074842,MRED,11001700,N,Y,41.9705952,-87.6991517
MLS Listing,,Condo/Co-op,4821 N Sawyer Ave #2,Chicago,IL,60625,279000,2.0,2.0,Albany Park,1400.0,,,10,199.0,200.0,Active,,,http://www.redfin.com/IL/Chicago/4821-N-Sawyer-Ave-60625/unit-2/home/18925673,MRED,11001247,N,Y,41.9691133,-87.7093419
MLS Listing,,Multi-Family (2-4 Unit),2422 W Foster Ave,Chicago,IL,60625,679000,8.0,3.0,Lincoln Square,,3049.0,1915.0,10,,,Active,,,http://www.redfin.com/IL/Chicago/2422-W-Foster-Ave-60625/unit-2ND/home/13491378,MRED,11001163,N,Y,41.9761429,-87.6901421
MLS Listing,,Condo/Co-op,4927 N Damen Ave Unit 2E,Chicago,IL,60625,525000,3.0,2.0,Lincoln Square,,,2006.0,10,,275.0,Active,,,http://www.redfin.com/IL/Chicago/4927-N-Damen-Ave-60625/unit-2E/home/18932411,MRED,11000617,N,Y,41.9714841,-87.6788469
MLS Listing,,Condo/Co-op,2053 W Summerdale Ave Unit 4S,Chicago,IL,60625,197000,2.0,1.5,Lincoln Square,800.0,,,10,246.0,229.0,Active,,,http://www.redfin.com/IL/Chicago/2053-W-Summerdale-Ave-60625/unit-4S/home/18929023,MRED,11000566,N,Y,41.978465,-87.68161
MLS Listing,,Condo/Co-op,5061 N Lincoln Ave #401,Chicago,IL,60625,615000,3.0,2.0,Lincoln Square,1659.0,,2017.0,10,371.0,250.0,Active,March-6-2021 11:00 AM,March-6-2021 01:00 PM,http://www.redfin.com/IL/Chicago/5061-N-Lincoln-Ave-60625/unit-401/home/143489734,MRED,11000474,N,Y,41.973541,-87.691317
MLS Listing,,Condo/Co-op,4931 N AVERS Ave #1,Chicago,IL,60625,179900,2.0,1.0,Albany Park,900.0,,1921.0,11,200.0,194.0,Active,,,http://www.redfin.com/IL/Chicago/4931-N-Avers-Ave-60625/unit-1/home/12660244,MRED,11000251,N,Y,41.9710009,-87.7241111
MLS Listing,,Condo/Co-op,4910 N Drake Ave #2,Chicago,IL,60625,289900,3.0,2.0,Albany Park,1400.0,,1920.0,13,207.0,320.0,Active,,,http://www.redfin.com/IL/Chicago/4910-N-Drake-Ave-60625/unit-2/home/12594050,MRED,10998965,N,Y,41.9703973,-87.7174374
MLS Listing,,Condo/Co-op,2342 W FOSTER Ave #2,Chicago,IL,60625,499000,3.0,2.5,Lincoln Square,,,2020.0,13,,109.0,Active,,,http://www.redfin.com/IL/Chicago/2342-W-Foster-Ave-60625/unit-2/home/168147389,MRED,10998843,N,Y,41.9761069,-87.6884386
MLS Listing,,Condo/Co-op,4821 N SAWYER Ave Unit G,Chicago,IL,60625,149900,2.0,1.5,Albany Park,1100.0,,,14,136.0,129.0,Active,,,http://www.redfin.com/IL/Chicago/4821-N-Sawyer-Ave-60625/unit-G/home/18918646,MRED,10998724,N,Y,41.969122,-87.709346
MLS Listing,,Multi-Family (2-4 Unit),5517 N christiana Ave,Chicago,IL,60625,600000,6.0,3.0,North Park,,3750.0,1930.0,15,,,Active,,,http://www.redfin.com/IL/Chicago/5517-N-Christiana-Ave-60625/unit-1/home/13494536,MRED,10997588,N,Y,41.9817735,-87.7121136
MLS Listing,,Single Family Residential,4807 N Seeley Ave,Chicago,IL,60625,999000,4.0,3.5,Lincoln Square,,3049.0,2020.0,16,,,Active,,,http://www.redfin.com/IL/Chicago/4807-N-Seeley-Ave-60625/home/13404440,MRED,10996178,N,Y,41.9690137,-87.6801294
MLS Listing,,Vacant Land,3113 W Leland Ave,Chicago,IL,60625,300000,,,Albany Park,,4230.0,,17,,,Active,,,http://www.redfin.com/IL/Chicago/3113-W-Leland-Ave-60625/home/174445902,MRED,10995831,N,Y,41.9664679,-87.7064789
MLS Listing,,Condo/Co-op,4455 N ROCKWELL St Unit G,Chicago,IL,60625,235000,2.0,1.0,Lincoln Square,,1000.0,1927.0,17,,234.0,Active,,,http://www.redfin.com/IL/Chicago/4455-N-Rockwell-St-60625/unit-G/home/12795500,MRED,10995647,N,Y,41.962929,-87.693259
MLS Listing,,Condo/Co-op,4677 N Virginia Ave Unit 2N,Chicago,IL,60625,329000,2.0,2.0,Lincoln Square,,,,19,,642.0,Active,,,http://www.redfin.com/IL/Chicago/4677-N-Virginia-Ave-60625/unit-2N/home/13489957,MRED,10994955,N,Y,41.9665002,-87.6974765
MLS Listing,,Multi-Family (2-4 Unit),4846 N Claremont Ave,Chicago,IL,60625,599000,4.0,2.0,Lincoln Square,,3750.0,1918.0,20,,,Active,,,http://www.redfin.com/IL/Chicago/4846-N-Claremont-Ave-60625/home/13403275,MRED,10994300,N,Y,41.9700525,-87.6879954
MLS Listing,,Condo/Co-op,4857 N Lawndale Ave #101,Chicago,IL,60625,150000,3.0,1.5,Albany Park,,,1921.0,20,,192.0,Active,,,http://www.redfin.com/IL/Chicago/4857-N-Lawndale-Ave-60625/unit-101/home/12720184,MRED,10994094,N,Y,41.9700158,-87.7203741
MLS Listing,,Multi-Family (2-4 Unit),4938 N Rockwell St,Chicago,IL,60625,605000,5.0,3.0,Lincoln Square,,3750.0,1920.0,20,,,Active,,,http://www.redfin.com/IL/Chicago/4938-N-Rockwell-St-60625/unit-1/home/13491283,MRED,10993907,N,Y,41.9719256,-87.694245
MLS Listing,,Condo/Co-op,4608 N Monticello Ave Unit 3E,Chicago,IL,60625,199900,2.0,2.0,Albany Park,,,1970.0,20,,258.0,Active,,,http://www.redfin.com/IL/Chicago/4608-N-Monticello-Ave-60625/unit-3E/home/12653500,MRED,10993794,N,Y,41.965002,-87.719716
MLS Listing,,Condo/Co-op,3853 W Ainslie St #3,Chicago,IL,60625,169900,2.0,2.0,Albany Park,,,1925.0,21,,146.0,Active,,,http://www.redfin.com/IL/Chicago/3853-W-Ainslie-St-60625/unit-3/home/26804129,MRED,10993615,N,Y,41.9699244,-87.7253285
MLS Listing,,Multi-Family (2-4 Unit),4932 N MOZART St,Chicago,IL,60625,1037000,5.0,3.0,Lincoln Square,,3567.0,1922.0,22,,,Active,,,http://www.redfin.com/IL/Chicago/4932-N-Mozart-St-60625/unit-2/home/13490960,MRED,10992596,N,Y,41.9716246,-87.7003066
MLS Listing,,Condo/Co-op,2210 W Winnemac Ave #2,Chicago,IL,60625,219000,2.0,1.0,Lincoln Square,12001.0,,1919.0,22,18.0,319.0,Active,,,http://www.redfin.com/IL/Chicago/2210-W-Winnemac-Ave-60625/unit-2/home/13405826,MRED,10991805,N,Y,41.9732901,-87.6845433
MLS Listing,,Multi-Family (2-4 Unit),2717 W Rascher Ave,Chicago,IL,60625,585000,5.0,3.0,Lincoln Square,,3484.0,1951.0,23,,,Active,,,http://www.redfin.com/IL/Chicago/2717-W-Rascher-Ave-60625/home/13491428,MRED,10991463,N,Y,41.9801767,-87.6973615
MLS Listing,,Condo/Co-op,2505 W Carmen Ave Ph 401,Chicago,IL,60625,630000,3.0,2.0,Lincoln Square,1560.0,,2020.0,28,404.0,330.0,Active,,,http://www.redfin.com/IL/Chicago/2505-W-Carmen-Ave-60625/unit-401/home/172035102,MRED,10987312,N,Y,41.97401,-87.6922956
MLS Listing,,Single Family Residential,4841 N Hoyne Ave,Chicago,IL,60625,1385000,6.0,4.5,Lincoln Square,4800.0,5052.0,1889.0,28,289.0,,Active,,,http://www.redfin.com/IL/Chicago/4841-N-Hoyne-Ave-60625/home/12718239,MRED,10979503,N,Y,41.9699807,-87.6813599
MLS Listing,,Multi-Family (2-4 Unit),2847 W Farragut Ave,Chicago,IL,60625,665000,8.0,4.0,Lincoln Square,,,1979.0,29,,,Active,,,http://www.redfin.com/IL/Chicago/2847-W-Farragut-Ave-60625/unit-1N/home/12659868,MRED,10986479,N,Y,41.9765343,-87.7007868
MLS Listing,,Multi-Family (2-4 Unit),5418 N Kimball Ave,Chicago,IL,60625,464000,7.0,3.0,North Park,,3484.0,1920.0,29,,,Active,,,http://www.redfin.com/IL/Chicago/5418-N-Kimball-Ave-60625/unit-1/home/13494523,MRED,10986373,N,Y,41.9799866,-87.7139898
MLS Listing,,Condo/Co-op,5241 N Rockwell St Unit BS,Chicago,IL,60625,134900,2.0,1.0,Lincoln Square,850.0,,1956.0,30,159.0,150.0,Active,,,http://www.redfin.com/IL/Chicago/5241-N-Rockwell-St-60625/unit-BS/home/13491617,MRED,10984979,N,Y,41.9770119,-87.693888
MLS Listing,,Single Family Residential,4417 N Sacramento Ave,Chicago,IL,60625,520500,2.0,2.0,Albany Park,1104.0,3750.0,1921.0,31,471.0,,Active,,,http://www.redfin.com/IL/Chicago/4417-N-Sacramento-Ave-60625/home/13488878,MRED,10984561,N,Y,41.9617411,-87.7030495
MLS Listing,,Condo/Co-op,2901 W Summerdale Ave Unit B2,Chicago,IL,60625,124900,1.0,1.0,Lincoln Square,,,1953.0,31,,225.0,Active,,,http://www.redfin.com/IL/Chicago/2901-W-Summerdale-Ave-60625/unit-B2/home/12613674,MRED,10984466,N,Y,41.9782762,-87.701845
MLS Listing,,Condo/Co-op,2710 W Summerdale Ave Unit 3A,Chicago,IL,60625,234900,3.0,1.5,Lincoln Square,,,,31,,325.0,Active,,,http://www.redfin.com/IL/Chicago/2710-W-Summerdale-Ave-60625/unit-3A/home/13491976,MRED,10984355,N,Y,41.9788775,-87.6969861
MLS Listing,,Condo/Co-op,2609 W Argyle St #2,Chicago,IL,60625,216880,2.0,1.0,Lincoln Square,900.0,,,34,241.0,380.0,Active,,,http://www.redfin.com/IL/Chicago/2609-W-Argyle-St-60625/unit-2/home/174324864,MRED,10957996,N,Y,41.9720592,-87.69435
